"ID_ZIVALI","ZIV_ID_SEQ","DAT_ROJSTVO","SIF_SPOL"
"SI95608941",5885882,"22.05.21","1"
"SI65486452",5885931,"01.06.21","1"
"SI15465245",5886043,"25.05.21","2"
"SI05267457",5886132,"18.04.21","2"
"SI85465389",5887365,"06.06.21","2"
"SI95465388",5887369,"15.06.21","1"
"SI15465386",5887370,"07.06.21","2"
"SI05465387",5887373,"07.06.21","2"
"SI45506428",5887551,"01.06.21","2"
"SI85506644",5887575,"14.06.21","2"
"SI85541023",5887760,"20.04.21","2"
"SI75493086",5888919,"12.06.21","1"
"SI15484345",5888962,"10.06.21","2"
"SI84991999",5889374,"23.04.21","2"
"SI35525309",5889653,"21.06.21","2"
"SI25485943",5889665,"29.05.21","2"
"SI45485941",5889667,"15.05.21","2"
"SI35485942",5889668,"16.05.21","2"
"SI45486454",5889710,"08.06.21","1"
"SI55486453",5889711,"28.05.21","2"
"SI25493122",5889877,"11.06.21","2"
"SI35493121",5889878,"10.06.21","1"
"SI05505270",5890453,"02.06.21","2"
"SI35497613",5890735,"11.05.21","1"
"SI45497612",5890736,"08.05.21","1"
"SI85547816",5890799,"17.06.21","1"
"SI05541021",5890844,"25.04.21","2"
"SI25458547",5890886,"25.04.21","2"
"SI95525169",5891268,"13.06.21","1"
"SI45526653",5891294,"17.06.21","1"
"SI45465390",5891317,"16.06.21","2"
"SI75529392",5891325,"09.06.21","2"
"SI85485875",5891406,"10.06.21","2"
"SI75485876",5891409,"15.06.21","2"
"SI85485882",5891421,"14.06.21","2"
"SI95541022",5891891,"27.04.21","2"
"SI25588417",5892274,"28.04.21","1"
"SI75547817",5892626,"18.06.21","1"
"SI75541024",5892776,"29.04.21","2"
"SI25506451",5892931,"08.06.21","1"
"SI15506452",5892935,"21.06.21","1"
"SI45506655",5893173,"19.06.21","1"
"SI45371082",5893275,"30.04.21","1"
"SI55371081",5893301,"30.04.21","1"
"SI45507993",5893567,"22.06.21","2"
"SI65485877",5893570,"15.06.21","2"
"SI55506719",5893600,"06.06.21","1"
"SI25506712",5893829,"11.06.21","1"
"SI15171696",5894292,"14.06.21","2"
"SI65493719",5894297,"16.06.21","1"
"SI75493718",5894305,"16.06.21","2"
"SI15442079",5894350,"16.06.21","2"
"SI75442080",5894356,"16.06.21","1"
"SI35543972",5894391,"05.05.21","2"
"SI25543973",5894396,"03.05.21","1"
"SI15543974",5894399,"04.06.21","1"
"SI05543975",5894402,"11.06.21","1"
"SI25525771",5894607,"22.06.21","2"
"SI05525766",5894650,"24.06.21","1"
"SI55444376",5894727,"15.06.21","1"
"SI15497811",5894983,"02.05.21","1"
"SI85528046",5895259,"22.06.21","2"
"SI95528045",5895261,"15.06.21","1"
"SI05526671",5895485,"14.06.21","1"
"SI95526672",5895487,"20.06.21","1"
"SI65525629",5895630,"24.06.21","1"
"SI85526673",5895633,"14.06.21","2"
"SI35458546",5895763,"03.05.21","2"
"SI95493125",5896171,"20.06.21","1"
"SI35078852",5897149,"05.05.21","1"
"SI95478995",5897256,"05.05.21","2"
"SI25508659",5897998,"25.06.21","1"
"SI85506668",5899356,"25.06.21","1"
"SI65608346",5899493,"26.06.21","2"
"SI65528402",5899975,"16.06.21","2"
"SI55528403",5899977,"16.06.21","1"
"SI45486588",5900067,"16.06.21","2"
"SI85505894",5900229,"29.06.21","1"
"SI35371083",5900717,"06.06.21","1"
"SI25371084",5900719,"06.06.21","1"
"SI05171697",5900844,"30.06.21","1"
"SI65295425",5900866,"29.06.21","2"
"SI25507500",5900870,"27.06.21","1"
"SI15508856",5900914,"01.07.21","2"
"SI85524138",5900926,"05.07.21","2"
"SI15526687",5900972,"05.07.21","2"
"SI55509808",5901052,"29.06.21","2"
"SI25506482",5901099,"20.06.21","2"
"SI05497812",5901479,"12.05.21","2"
"SI35493341",5901922,"02.07.21","1"
"SI25493342",5901923,"01.07.21","1"
"SI55529253",5902003,"30.06.21","1"
"SI45354049",5902278,"03.07.21","1"
"SI05354050",5902279,"01.07.21","1"
"SI35534802",5902482,"14.05.21","2"
"SI65508741",5902562,"11.07.21","1"
"SI25486092",5902655,"03.07.21","2"
"SI75524957",5902684,"20.06.21","2"
"SI65524958",5902687,"21.06.21","2"
"SI55525637",5902709,"20.06.21","2"
"SI75465397",5902735,"05.07.21","1"
"SI85465396",5902738,"01.07.21","1"
"SI45517899",5902858,"27.06.21","2"
"SI15523110",5902906,"15.05.21","2"
"SI15529257",5903409,"30.06.21","2"
"SI25506736",5903498,"04.07.21","2"
"SI45463927",5903500,"01.07.21","1"
"SI75507103",5904328,"01.07.21","2"
"SI95418300",5904356,"07.07.21","2"
"SI15277046",5904422,"04.07.21","2"
"SI05277047",5904430,"01.07.21","1"
"SI55523109",5904541,"17.05.21","2"
"SI35523118",5905789,"20.05.21","2"
"SI25460627",5905837,"20.05.21","2"
"SI25470554",5905935,"20.05.21","2"
"SI15470555",5905947,"20.05.21","1"
"SI35509910",5906039,"07.07.21","1"
"SI95508872",5906085,"12.07.21","1"
"SI25526734",5906476,"01.07.21","2"
"SI15526735",5906490,"08.07.21","1"
"SI95463946",5906947,"25.06.21","2"
"SI55612302",5907045,"01.07.21","1"
"SI25506743",5907052,"10.07.21","2"
"SI75506054",5907086,"29.06.21","1"
"SI05509009",5907093,"05.07.21","2"
"SI65525825",5907120,"11.07.21","2"
"SI35509350",5907627,"12.07.21","1"
"SI55509925",5907693,"14.07.21","1"
"SI65509924",5907694,"15.07.21","2"
"SI75546139",5907794,"23.05.21","1"
"SI45508877",5908114,"19.07.21","1"
"SI65505793",5908193,"11.07.21","1"
"SI75509844",5908232,"19.07.21","2"
"SI95528416",5908360,"08.07.21","2"
"SI65494411",5908875,"12.07.21","1"
"SI75494410",5908873,"11.07.21","1"
"SI55494412",5908877,"13.07.21","1"
"SI95528818",5908961,"04.07.21","2"
"SI45529450",5909072,"10.07.21","1"
"SI35526740",5909101,"12.07.21","2"
"SI25501339",5909114,"19.07.21","1"
"SI45525645",5909122,"10.07.21","2"
"SI25507139",5909291,"15.07.21","2"
"SI25544077",5909524,"25.05.21","2"
"SI85493786",5910271,"15.07.21","2"
"SI25525829",5910901,"22.07.21","1"
"SI95509512",5910936,"12.07.21","1"
"SI65509522",5911567,"13.07.21","2"
"SI15508894",5911934,"18.07.21","2"
"SI05508895",5911935,"18.07.21","1"
"SI65509209",5912093,"12.07.21","2"
"SI15593546",5912375,"31.05.21","1"
"SI15494038",5912691,"17.07.21","2"
"SI85510111",5912994,"26.07.21","1"
"SI05470556",5913343,"01.06.21","2"
"SI85470558",5913912,"03.06.21","2"
"SI55506764",5914308,"15.07.21","2"
"SI15608365",5914849,"28.07.21","2"
"SI95463960",5914864,"24.07.21","2"
"SI65463963",5914874,"20.07.21","1"
"SI85508598",5915094,"27.07.21","2"
"SI85612316",5915484,"27.07.21","2"
"SI95612315",5915485,"25.07.21","2"
"SI05612314",5915486,"20.07.21","2"
"SI85509960",5915617,"19.07.21","1"
"SI75509961",5915618,"20.07.21","1"
"SI85528242",5915776,"22.07.21","2"
"SI25464391",5916337,"30.07.21","1"
"SI15464392",5916338,"28.07.21","2"
"SI05509236",5916360,"26.07.21","1"
"SI35521288",5917134,"16.07.21","2"
"SI85478996",5917364,"08.06.21","2"
"SI45521287",5917904,"26.07.21","1"
"SI55468206",5918359,"03.08.21","1"
"SI45613531",5918381,"29.07.21","1"
"SI05527713",5918610,"25.07.21","1"
"SI15265588",5918736,"11.06.21","2"
"SI25506774",5919055,"25.07.21","2"
"SI75518189",5919616,"22.07.21","1"
"SI65511011",5919752,"02.08.21","1"
"SI55511012",5919755,"02.08.21","2"
"SI35487937",5919903,"01.08.21","1"
"SI35528326",5920407,"01.08.21","1"
"SI65529472",5920471,"03.08.21","2"
"SI25487251",5920649,"02.08.21","1"
"SI55608811",5920704,"25.07.21","2"
"SI45608812",5920705,"01.08.21","2"
"SI15503985",5921005,"28.07.21","1"
"SI35494050",5921192,"01.08.21","1"
"SI95493596",5921224,"01.08.21","2"
"SI85493597",5921225,"05.08.21","2"
"SI95494683",5921226,"08.08.21","2"
"SI65510838",5921238,"04.08.21","2"
"SI54981137",5921674,"12.08.21","2"
"SI85608760",5922050,"17.06.21","2"
"SI75528841",5922657,"05.08.21","2"
"SI75463993",5922712,"23.07.21","1"
"SI55183239",5922831,"18.06.21","1"
"SI85509898",5923175,"10.08.21","2"
"SI35465418",5923850,"26.07.21","1"
"SI15529491",5923863,"05.08.21","1"
"SI55494333",5923956,"08.08.21","2"
"SI65332638",5924801,"02.07.21","2"
"SI75527761",5924829,"09.08.21","1"
"SI45494365",5924962,"11.08.21","1"
"SI95327679",5925290,"21.06.21","2"
"SI85508309",5925529,"26.07.21","2"
"SI45508310",5925533,"30.07.21","1"
"SI45511044",5925615,"13.08.21","2"
"SI35510051",5925778,"16.08.21","1"
"SI45510050",5925779,"16.08.21","1"
"SI65481677",5925811,"10.08.21","2"
"SI05593554",5926014,"22.06.21","1"
"SI75497815",5926676,"24.06.21","2"
"SI95525475",5927043,"14.08.21","2"
"SI85525476",5927045,"13.08.21","2"
"SI85484214",5927298,"04.08.21","1"
"SI95593555",5927382,"25.06.21","1"
"SI95658355",5927725,"08.08.21","1"
"SI95484347",5927729,"06.08.21","1"
"SI95497813",5927750,"09.07.21","1"
"SI85497814",5927753,"16.08.21","1"
"SI25534803",5928042,"26.06.21","2"
"SI55511270",5928786,"18.08.21","1"
"SI45521751",5928820,"10.08.21","2"
"SI35510075",5928846,"16.08.21","2"
"SI35509745",5929310,"14.08.21","2"
"SI05484346",5929327,"01.08.21","2"
"SI15431158",5929427,"20.08.21","1"
"SI25526789",5929466,"10.08.21","1"
"SI85526790",5929480,"12.08.21","1"
"SI05465428",5929520,"27.07.21","1"
"SI55465430",5929522,"09.08.21","2"
"SI95525839",5929827,"13.08.21","1"
"SI55525840",5929853,"22.08.21","2"
"SI95641201",5929872,"14.08.21","1"
"SI05509267",5930071,"21.08.21","2"
"SI15508306",5930082,"03.08.21","1"
"SI55510420",5930105,"11.08.21","2"
"SI95510419",5930107,"10.08.21","2"
"SI25542800",5930401,"29.06.21","2"
"SI95509275",5931171,"20.08.21","2"
"SI65486359",5931461,"20.08.21","2"
"SI05486348",5931495,"14.08.21","2"
"SI85495111",5933033,"21.08.21","2"
"SI45390625",5933989,"27.08.21","2"
"SI35438751",5933990,"17.08.21","1"
"SI25438752",5933991,"17.08.21","1"
"SI65465460",5934497,"04.08.21","2"
"SI15588418",5936015,"07.07.21","1"
"SI05487284",5936684,"25.08.21","2"
"SI45468207",5936694,"23.08.21","2"
"SI95508322",5938056,"31.08.21","1"
"SI75512011",5938364,"06.09.21","1"
"SI55462994",5939177,"29.08.21","1"
"SI15495125",5939260,"31.08.21","2"
"SI95554000",5939669,"30.08.21","2"
"SI75527699",5939716,"03.09.21","2"
"SI55539733",5939874,"29.08.21","1"
"SI05588419",5940146,"13.07.21","2"
"SI55641205",5940588,"01.09.21","1"
"SI95593548",5940718,"15.07.21","1"
"SI85593549",5940830,"15.07.21","2"
"SI65499667",5941043,"01.09.21","1"
"SI55506661",5941063,"25.06.21","2"
"SI55640259",5941987,"24.08.21","1"
"SI65640258",5941988,"18.08.21","1"
"SI95528980",5942166,"26.08.21","2"
"SI75528982",5942169,"03.09.21","2"
"SI65528983",5942171,"28.08.21","2"
"SI35378585",5945866,"02.09.21","2"
"SI95512019",5945875,"13.09.21","1"
"SI55512020",5945876,"13.09.21","2"
"SI95510770",5946438,"12.09.21","1"
"SI15438753",5946609,"09.09.21","2"
"SI45505953",5947221,"15.09.21","2"
"SI35510769",5947483,"24.08.21","1"
"SI35510532",5947917,"06.09.21","1"
"SI05488027",5948031,"06.09.21","1"
"SI55512044",5948118,"19.09.21","1"
"SI95512404",5948176,"08.09.21","1"
"SI05615850",5949014,"05.09.21","1"
"SI05477474",5949053,"05.09.21","1"
"SI65633403",5949073,"22.09.21","2"
"SI65517983",5949686,"12.09.21","2"
"SI55517984",5949691,"21.09.21","1"
"SI55489016",5949822,"11.09.21","2"
"SI65488430",5949860,"10.09.21","1"
"SI15527987",5949889,"02.09.21","1"
"SI94088230",5950103,"27.07.21","1"
"SI15494179",5950835,"18.09.21","1"
"SI65495467",5950871,"10.09.21","1"
"SI05528996",5950972,"12.09.21","2"
"SI75478997",5951036,"06.09.21","2"
"SI85529566",5951095,"26.08.21","1"
"SI25553240",5951344,"30.07.21","2"
"SI95520896",5951596,"15.09.21","1"
"SI45616620",5951696,"12.09.21","2"
"SI75465483",5953635,"15.09.21","2"
"SI65465484",5953636,"16.09.21","2"
"SI95523514",5954302,"21.09.21","2"
"SI15354066",5954332,"04.09.21","1"
"SI75528872",5954466,"08.09.21","2"
"SI45512605",5954518,"12.09.21","1"
"SI25534212",5954540,"26.09.21","2"
"SI35534211",5954542,"19.09.21","2"
"SI35370154",5632446,"24.07.20","1"
"SI85376038",5632639,"31.05.20","2"
"SI25401198",5632640,"31.05.20","2"
"SI75346128",5633323,"08.06.20","2"
"SI65393657",5633478,"10.07.20","2"
"SI95235796",5633836,"01.06.20","2"
"SI25389751",5634325,"19.07.20","1"
"SI55385981",5634362,"06.07.20","2"
"SI85422342",5634409,"15.07.20","1"
"SI15426082",5634430,"23.07.20","1"
"SI45367694",5634598,"22.07.20","1"
"SI75311841",5634650,"28.07.20","2"
"SI45385896",5634755,"24.07.20","2"
"SI75376039",5635353,"03.06.20","2"
"SI85384530",5636009,"01.08.20","1"
"SI25384529",5636012,"01.08.20","1"
"SI15426099",5636036,"21.07.20","2"
"SI35425508",5636115,"26.07.20","1"
"SI65400124",5637224,"21.06.20","1"
"SI55400125",5637226,"03.07.20","2"
"SI65327672",5639654,"08.06.20","2"
"SI54088227",5640232,"18.07.20","1"
"SI44088228",5640233,"22.07.20","1"
"SI85419601",5640239,"01.08.20","1"
"SI05374247",5640461,"30.07.20","1"
"SI55327673",5640655,"09.06.20","2"
"SI75376008",5641154,"10.06.20","2"
"SI05246874",5641238,"10.06.20","1"
"SI85422263",5642267,"01.08.20","1"
"SI65442081",5642287,"05.08.20","2"
"SI45442076",5642289,"04.08.20","2"
"SI75393821",5642312,"24.07.20","1"
"SI55393373",5643201,"24.07.20","1"
"SI55385266",5644154,"02.08.20","2"
"SI75387534",5644375,"27.07.20","2"
"SI85387533",5644413,"02.08.20","2"
"SI95387532",5644414,"01.08.20","2"
"SI05387531",5644417,"02.08.20","2"
"SI55387529",5644418,"30.07.20","1"
"SI04986694",5644483,"14.06.20","1"
"SI45419605",5644981,"21.07.20","1"
"SI85409310",5645058,"03.08.20","1"
"SI35388065",5645178,"09.08.20","2"
"SI55389246",5645326,"22.07.20","2"
"SI44897806",5645439,"15.06.20","1"
"SI05383348",5645506,"15.06.20","1"
"SI74986130",5645567,"15.06.20","2"
"SI95432175",5646088,"08.08.20","1"
"SI75313867",5646263,"09.08.20","1"
"SI85313866",5646266,"06.08.20","2"
"SI95313865",5646269,"03.08.20","2"
"SI65370199",5646466,"03.08.20","2"
"SI35326289",5646485,"28.07.20","2"
"SI05240294",5647217,"17.06.20","1"
"SI65246421",5648363,"20.07.20","2"
"SI45327674",5648371,"09.07.20","2"
"SI95388849",5648481,"29.07.20","2"
"SI55388850",5648482,"01.08.20","2"
"SI85389762",5649337,"02.08.20","2"
"SI75389763",5649339,"01.08.20","2"
"SI65389764",5649343,"02.08.20","1"
"SI25362907",5650467,"05.08.20","1"
"SI15282583",5650687,"01.08.20","2"
"SI85378566",5650707,"18.08.20","1"
"SI55427522",5650877,"10.08.20","2"
"SI15419859",5651970,"16.08.20","1"
"SI85343818",5653108,"23.06.20","2"
"SI35441612",5654797,"10.08.20","1"
"SI45426821",5654827,"16.08.20","2"
"SI35426822",5654828,"16.08.20","2"
"SI25426823",5654832,"20.08.20","2"
"SI15426824",5654835,"20.08.20","2"
"SI15427409",5654984,"22.08.20","1"
"SI15419385",5655887,"11.08.20","1"
"SI75390804",5655984,"17.08.20","2"
"SI05388862",5656021,"10.08.20","2"
"SI85388864",5656024,"06.08.20","2"
"SI25374159",5657083,"23.08.20","1"
"SI35374158",5657091,"22.08.20","2"
"SI15427382",5658230,"17.08.20","2"
"SI65385650",5658332,"13.08.20","1"
"SI45426522",5659271,"14.08.20","1"
"SI85390810",5659344,"10.08.20","2"
"SI15426484",5659439,"20.08.20","2"
"SI65419933",5659456,"20.08.20","1"
"SI75384177",5659620,"14.08.20","2"
"SI15389769",5661071,"10.08.20","2"
"SI25246205",5661650,"22.07.20","2"
"SI05426485",5661807,"11.08.20","2"
"SI95426486",5661810,"12.08.20","2"
"SI85352744",5662661,"22.08.20","2"
"SI95434294",5662886,"17.08.20","2"
"SI35387545",5662933,"14.08.20","2"
"SI95305215",5663858,"19.08.20","2"
"SI75421926",5663953,"08.08.20","1"
"SI45419935",5664784,"20.08.20","2"
"SI85313763",5664791,"25.08.20","2"
"SI45412433",5664977,"25.08.20","2"
"SI55412432",5664986,"23.08.20","2"
"SI75426495",5665952,"29.08.20","2"
"SI65426496",5665962,"14.08.20","2"
"SI55426497",5665963,"18.08.20","2"
"SI35386025",5668143,"30.08.20","1"
"SI55427467",5668440,"04.09.20","2"
"SI45427468",5668441,"03.09.20","1"
"SI75389770",5668684,"30.08.20","2"
"SI45425057",5669350,"24.08.20","1"
"SI85387083",5669593,"25.08.20","1"
"SI75384737",5669613,"03.09.20","1"
"SI05427716",5670189,"27.08.20","1"
"SI15390824",5670320,"22.08.20","1"
"SI55384186",5670373,"25.08.20","2"
"SI15387554",5670443,"13.08.20","1"
"SI95387556",5670449,"02.09.20","2"
"SI75387558",5670463,"20.08.20","2"
"SI85425558",5670493,"01.09.20","1"
"SI45407044",5670506,"20.08.20","1"
"SI25409543",5671674,"31.08.20","1"
"SI05381085",5671752,"25.08.20","1"
"SI55434841",5671770,"24.08.20","2"
"SI65390685",5672648,"26.08.20","2"
"SI05427479",5672789,"07.09.20","1"
"SI65247989",5672903,"14.07.20","2"
"SI95344674",5672950,"14.07.20","2"
"SI05388099",5675869,"05.09.20","1"
"SI85415229",5676684,"09.09.20","1"
"SI75254001",5676712,"27.08.20","2"
"SI95253998",5676715,"25.08.20","1"
"SI35428408",5676975,"12.09.20","1"
"SI25428409",5676976,"12.09.20","2"
"SI45425569",5677617,"30.08.20","2"
"SI55388881",5677649,"05.09.20","2"
"SI75387431",5677682,"12.09.20","2"
"SI65311787",5677884,"29.08.20","1"
"SI95426644",5678798,"04.09.20","2"
"SI05426643",5678809,"05.09.20","2"
"SI25388114",5678972,"09.09.20","2"
"SI35425089",5678973,"03.09.20","2"
"SI65378300",5680065,"22.07.20","1"
"SI85256875",5680758,"23.07.20","2"
"SI85134830",5682542,"25.07.20","1"
"SI15381084",5682605,"25.07.20","2"
"SI35388883",5683214,"02.09.20","2"
"SI25388884",5683215,"05.09.20","2"
"SI95313889",5683968,"17.09.20","2"
"SI35389372",5684147,"12.09.20","2"
"SI45389371",5684150,"12.09.20","1"
"SI95315472",5684249,"17.09.20","1"
"SI05315471",5684251,"15.09.20","2"
"SI85315473",5684253,"15.09.20","2"
"SI95387563",5684292,"01.09.20","1"
"SI85387564",5684295,"31.08.20","2"
"SI85419962",5685119,"12.09.20","1"
"SI75427609",5685295,"20.09.20","1"
"SI45428445",5685350,"22.09.20","1"
"SI35428446",5685353,"24.09.20","2"
"SI55240457",5686145,"29.07.20","1"
"SI35389774",5687481,"12.09.20","2"
"SI95426888",5687722,"17.09.20","2"
"SI45387104",5687864,"08.09.20","2"
"SI45283282",5688027,"31.07.20","1"
"SI85394656",5688735,"16.09.20","2"
"SI25386040",5688762,"19.09.20","2"
"SI45401419",5688819,"11.09.20","1"
"SI75370514",5688861,"10.09.20","2"
"SI95343824",5688880,"01.08.20","2"
"SI05419393",5689587,"21.09.20","1"
"SI15419969",5689682,"16.09.20","2"
"SI15425854",5691000,"25.09.20","1"
"SI75419970",5691011,"24.09.20","1"
"SI25388891",5691203,"12.09.20","2"
"SI85343825",5691388,"03.08.20","1"
"SI95374248",5692165,"23.09.20","1"
"SI55428183",5692364,"17.09.20","1"
"SI15389776",5695158,"22.09.20","2"
"SI55426284",5695691,"15.09.20","2"
"SI65378568",5695747,"01.10.20","1"
"SI55385761",5695828,"27.09.20","1"
"SI65385760",5695829,"25.09.20","1"
"SI45387111",5695864,"21.09.20","1"
"SI45240458",5696043,"08.08.20","1"
"SI85142600",5697859,"15.09.20","2"
"SI35240459",5698327,"10.08.20","2"
"SI05425879",5699012,"05.10.20","1"
"SI05434303",5699125,"19.09.20","2"
"SI05423602",5699141,"03.10.20","1"
"SI45428490",5699181,"03.10.20","2"
"SI95423603",5699203,"07.10.20","1"
"SI25415713",5699225,"21.09.20","2"
"SI05254682",5700486,"13.08.20","2"
"SI75352745",5701095,"26.09.20","1"
"SI55423401",5701281,"03.10.20","2"
"SI95262147",5701441,"14.08.20","1"
"SI25426672",5702340,"02.10.20","2"
"SI85254196",5703353,"07.10.20","2"
"SI45389395",5703463,"22.09.20","1"
"SI85425905",5705277,"12.10.20","2"
"SI35423616",5705370,"01.10.20","2"
"SI15428644",5705629,"13.10.20","1"
"SI55441744",5708305,"06.10.20","2"
"SI65412314",5708340,"04.10.20","2"
"SI55412315",5708343,"02.10.20","2"
"SI75412320",5708353,"05.10.20","2"
"SI65249163",5708354,"04.10.20","1"
"SI65412321",5708355,"16.10.20","1"
"SI95426565",5709288,"13.10.20","2"
"SI95423335",5709357,"17.10.20","2"
"SI74887392",5709414,"17.09.20","2"
"SI64887393",5709416,"18.09.20","2"
"SI44887388",5709419,"20.09.20","1"
"SI84887391",5709422,"15.09.20","2"
"SI54887387",5709423,"15.09.20","1"
"SI45441628",5709564,"04.10.20","1"
"SI65441626",5709565,"11.10.20","2"
"SI55441627",5709566,"18.10.20","2"
"SI95445919",5710302,"03.10.20","2"
"SI35415729",5710559,"07.10.20","2"
"SI85194920",5710820,"23.08.20","1"
"SI25425925",5712511,"17.10.20","2"
"SI85254684",5713223,"26.08.20","2"
"SI35426293",5714493,"08.10.20","1"
"SI55452799",5715602,"15.10.20","1"
"SI95415905",5715703,"18.10.20","1"
"SI85415906",5715716,"25.10.20","1"
"SI85360387",5716654,"18.09.20","1"
"SI75434368",5716664,"18.10.20","1"
"SI85434367",5716665,"16.10.20","2"
"SI95434366",5716666,"14.10.20","2"
"SI35435215",5717418,"10.10.20","2"
"SI25435216",5717419,"14.10.20","1"
"SI75360388",5717443,"19.09.20","2"
"SI55411709",5717676,"23.10.20","1"
"SI85456659",5717795,"25.10.20","1"
"SI75423540",5718468,"25.10.20","2"
"SI15423539",5718472,"17.10.20","2"
"SI95441757",5718714,"28.10.20","1"
"SI85441758",5718715,"26.10.20","2"
"SI15415903",5720358,"30.06.20","2"
"SI25414626",5721308,"20.10.20","2"
"SI05415571",5722378,"28.10.20","1"
"SI35423544",5722998,"01.11.20","2"
"SI45423543",5722999,"21.10.20","2"
"SI32160530",1093221,"10.04.01","2"
"SI12160556",1093222,"12.04.00","2"
"SI02160557",1093223,"30.06.00","2"
"SI1772717",583477,"05.03.98","1"
"SI1808571",583482,"10.11.96","1"
"SI1674983",583487,"05.02.97","2"
"SI1506056",584086,"10.10.95","2"
"SI1843906",585839,"15.10.98","2"
"SI1843909",585842,"20.04.98","2"
"SI1843917",585849,"05.03.98","2"
"SI1770867",925778,"30.06.90","2"
"SI1516168",925795,"30.06.93","2"
"SI1519486",925817,"30.06.92","2"
"SI1845458",586482,"03.12.97","2"
"SI1845452",586486,"24.07.98","2"
"SI1844057",586524,"21.05.98","2"
"SI1845960",586745,"10.08.98","2"
"SI1845966",586763,"10.02.98","2"
"SI1780338",926409,"28.02.96","2"
"SI1780339",926410,"30.06.96","2"
"SI1450820",926411,"30.06.92","2"
"SI1780343",926412,"30.06.93","2"
"SI1780363",926429,"30.06.91","2"
"SI52198753",1096769,"19.02.01","1"
"SI447621",587337,"09.01.82","2"
"SI706165",587369,"16.12.84","2"
"SI733154",587370,"05.12.85","2"
"SI706088",587371,"09.11.86","2"
"SI863927",587378,"17.04.88","1"
"SI863924",587379,"17.04.88","1"
"SI1634325",926730,"30.06.90","2"
"SI1634324",926731,"30.06.89","2"
"SI1780504",926750,"15.05.97","2"
"SI1780505",926751,"27.11.97","2"
"SI1845766",587668,"14.05.97","2"
"SI1845731",587694,"30.06.90","2"
"SI1845727",587697,"30.06.94","2"
"SI1845726",587698,"30.06.93","2"
"SI1845725",587699,"30.06.93","2"
"SI1845471",587747,"30.06.93","2"
"SI1845470",587748,"18.03.98","2"
"SI1845504",587794,"12.04.91","2"
"SI1845509",587795,"24.03.99","2"
"SI1846194",588177,"05.06.93","2"
"SI1845111",588243,"19.09.98","2"
"SI1843941",588296,"15.06.94","2"
"SI1843942",588297,"20.05.98","2"
"SI1847491",588510,"16.02.99","2"
"SI1847177",588535,"20.09.92","2"
"SI1588524",927204,"30.06.91","2"
"SI1588525",927205,"30.06.89","2"
"SI1839698",927207,"15.03.98","2"
"SI1839699",927208,"30.03.98","2"
"SI1973421",927209,"15.05.99","2"
"SI1659044",927210,"30.06.95","2"
"SI1450816",927211,"30.06.89","2"
"SI1450863",927212,"30.06.91","2"
"SI1780340",927213,"30.05.97","2"
"SI1847047",588612,"05.10.92","2"
"SI1780344",927214,"30.06.93","2"
"SI1780346",927215,"30.06.96","2"
"SI1780345",927216,"30.06.89","2"
"SI1780348",927217,"30.06.97","2"
"SI1780396",927218,"05.09.96","2"
"SI1780342",927219,"05.08.97","2"
"SI1780341",927220,"30.06.97","2"
"SI1847040",588624,"15.02.99","2"
"SI1847041",588625,"27.05.98","2"
"SI1481704",927221,"30.06.90","2"
"SI1780373",927222,"15.06.97","2"
"SI1519446",927223,"30.06.88","2"
"SI1520642",927224,"30.06.94","2"
"SI1847278",588642,"05.03.93","2"
"SI1847280",588643,"05.05.96","2"
"SI1770873",927225,"15.04.97","2"
"SI1516050",927226,"01.01.91","2"
"SI1454333",927227,"30.06.92","2"
"SI1780486",927228,"05.09.96","2"
"SI1096257",927229,"30.06.88","2"
"SI1847281",588659,"05.12.98","2"
"SI1287561",927234,"01.02.87","2"
"SI1769858",927238,"01.03.98","2"
"SI1407509",927242,"30.06.92","2"
"SI1512557",927243,"27.06.95","2"
"SI1770883",927244,"25.05.97","2"
"SI1847310",588677,"24.04.99","2"
"SI1481717",927245,"30.06.89","2"
"SI1847355",588693,"05.02.99","2"
"SI1847358",588696,"15.10.98","2"
"SI1518664",927248,"30.06.90","2"
"SI1847359",588697,"05.12.98","2"
"SI1604817",927264,"30.06.94","2"
"SI1769755",927267,"15.09.97","2"
"SI1481712",927269,"30.06.86","2"
"SI1780365",927270,"30.06.95","2"
"SI1454373",927271,"30.06.90","2"
"SI600576",548737,"22.09.83","2"
"SI863871",590569,"03.10.87","2"
"SI2095743",929289,"20.03.99","1"
"SI1847345",590632,"23.03.99","2"
"SI1801309",929376,"14.04.98","2"
"SI1243000",590768,"01.01.93","2"
"SI1805931",929826,"30.06.96","2"
"SI1805972",929871,"16.06.97","2"
"SI1806011",929904,"30.06.96","2"
"SI1806032",929920,"01.01.90","2"
"SI1806046",929923,"15.06.98","2"
"SI1809117",930499,"26.05.98","2"
"SI52175666",1099659,"06.04.01","2"
"SI32175682",1099741,"01.01.97","2"
"SI1659012",1100159,"30.06.94","2"
"SI1845790",593243,"30.06.95","2"
"SI1845750",593278,"30.06.93","2"
"SI1846165",593334,"06.01.99","1"
"SI1545248",931607,"30.06.90","2"
"SI1838291",931608,"20.09.98","1"
"SI1847050",593383,"30.05.98","2"
"SI1847279",593388,"10.10.91","2"
"SI1847299",593390,"05.06.98","2"
"SI1847308",593394,"28.03.99","2"
"SI1847354",593396,"20.05.99","1"
"SI1838421",931834,"05.10.98","2"
