"ID_ZIVALI","ZIV_ID_SEQ","DAT_ROJSTVO","SIF_SPOL"
"SI22172109",1081224,08.05.01,"2"
"SI32153390",1082264,18.04.01,"2"
"SI82153388",1082268,17.03.01,"1"
"SI73006819",2196312,06.06.06,"1"
"SI83006818",2196313,03.06.06,"2"
"SI42677372",2196346,13.06.06,"2"
"SI93008369",2196511,05.06.06,"2"
"SI23006869",2200888,04.09.06,"2"
"SI83006870",2200889,04.09.06,"1"
"FR1637190109",2200994,13.10.05,"2"
"FR4305005273",2201006,08.10.05,"2"
"SI73128861",2201248,03.07.06,"1"
"SI83128860",2201251,30.06.06,"2"
"SI93268123",2201268,14.09.06,"1"
"SI43221455",2201276,19.09.06,"1"
"SI43008371",2201822,28.06.06,"2"
"SI43128857",2202621,04.06.06,"1"
"SI53128856",2202623,29.05.06,"1"
"SI63128855",2202624,27.05.06,"1"
"SI73128854",2202626,25.05.06,"2"
"SI83128853",2202627,23.05.06,"2"
"SI93128852",2202629,19.05.06,"2"
"SI03128851",2202631,18.05.06,"1"
"SI13128850",2202636,17.05.06,"1"
"SI03128837",2202638,12.03.06,"2"
"SI13128836",2202641,27.02.06,"1"
"SI23128835",2202643,26.02.06,"2"
"FR4305005231",2202672,31.08.05,"2"
"FR4305005219",2203070,23.08.05,"2"
"SI43114744",2203445,28.08.06,"2"
"SI53114743",2203446,22.08.06,"1"
"SI63114742",2203447,22.08.06,"1"
"SI73114741",2203452,25.07.06,"2"
"FR1526937061",2203589,11.10.05,"2"
"FR1526937073",2204639,30.10.05,"2"
"FR1526937082",2204648,20.11.05,"2"
"FR1637190111",2204659,19.10.05,"2"
"FR1637190126",2204662,11.11.05,"2"
"FR2306651099",2204666,03.11.05,"2"
"FR2305247314",2204668,03.10.05,"2"
"FR4305005244",2204670,04.09.05,"2"
"FR1526206541",2204671,29.09.05,"2"
"FR1526206524",2204672,13.09.05,"2"
"FR1526206531",2204673,18.09.05,"2"
"FR1526206532",2204674,18.09.05,"2"
"SI43235991",2205824,23.07.06,"1"
"SI83261419",2209538,02.10.06,"1"
"SI73008622",2209930,15.08.06,"1"
"SI43260838",2211097,25.08.06,"1"
"SI93008620",2211360,27.05.06,"2"
"SI73255374",2211991,01.10.06,"2"
"SI53256377",2213566,16.09.06,"2"
"SI63000656",2213791,27.09.06,"2"
"SI23107654",2214208,16.10.06,"1"
"SI33268363",2215474,07.10.06,"2"
"SK800160555",2215591,05.12.04,"2"
"SI83268117",2216709,21.10.06,"1"
"SI93274520",2216728,15.10.06,"2"
"SI53260844",2217617,09.10.06,"2"
"SI63260362",2217717,20.10.06,"1"
"SI82675462",2221982,21.07.06,"2"
"SI13026033",2222511,12.08.06,"1"
"SI63006920",2222660,28.07.06,"1"
"SI43272530",2225313,05.11.06,"1"
"SI33250610",2225595,17.09.06,"1"
"SI53227917",2227506,08.10.06,"1"
"SI63227916",2227508,08.10.06,"2"
"SI23213302",2227530,28.09.06,"1"
"AT314645709",2228398,03.01.06,"2"
"CZ112024942",2228523,28.12.05,"2"
"CZ112027942",2228526,22.02.06,"2"
"CZ118113942",2228532,10.06.06,"2"
"SI83227938",2231107,10.11.06,"1"
"SI93107808",2231702,01.07.06,"2"
"SI63265295",2232755,15.10.06,"1"
"SI33107811",2234102,10.07.06,"2"
"SI62691200",2234656,25.09.06,"1"
"SI82691631",2234657,03.11.06,"1"
"SI72691632",2234671,03.11.06,"2"
"SI63268119",2234973,23.11.06,"2"
"SI53000657",2235653,21.11.06,"1"
"SI83301120",2235750,04.09.06,"2"
"SI93227762",2236131,04.11.06,"2"
"SI43107810",2240272,21.11.06,"1"
"SI63274293",2240776,17.09.06,"2"
"SI03274299",2241052,25.11.06,"2"
"SI53226291",2244486,01.12.06,"1"
"SI83306503",2247202,12.12.06,"1"
"SI93296513",2249396,15.12.06,"1"
"SI33255213",2251208,13.12.06,"1"
"SI33230856",2251362,30.11.06,"1"
"SI43314511",2251610,25.12.06,"2"
"SI23296905",2252158,18.10.06,"1"
"SI13296906",2252168,18.10.06,"1"
"SI93296908",2252175,10.03.06,"2"
"SI23265811",2252380,12.11.06,"2"
"SI63230712",2252440,09.12.06,"2"
"SI23282270",2252582,20.12.06,"2"
"SI13295273",2252687,15.12.06,"1"
"SI23295272",2252688,16.12.06,"2"
"SI33295271",2255561,10.12.06,"1"
"SI73275516",2258784,20.12.06,"1"
"SI03213287",2259740,29.12.06,"2"
"SI33314512",2263846,06.01.07,"1"
"SI73265500",2263886,10.01.07,"2"
"SI33107660",2263903,27.12.06,"2"
"SI73256117",2263916,28.10.06,"1"
"SI63256118",2263919,14.11.06,"2"
"SI03265521",2267323,17.01.07,"1"
"SI33270474",2268163,07.01.07,"2"
"SI73265081",2270825,13.01.07,"2"
"SI53265533",2271051,24.01.07,"2"
"SI03284133",2271242,17.01.07,"2"
"SI13284132",2271255,19.01.07,"1"
"SI13144562",2271755,28.10.06,"2"
"SI53315456",2272834,20.01.07,"1"
"SI43315457",2272835,21.01.07,"2"
"SI53118321",2275854,10.11.06,"1"
"SI83145621",2275958,14.11.06,"2"
"SI73282093",2278147,29.01.07,"1"
"SI33317467",2279604,18.01.07,"2"
"SI43317466",2279606,16.01.07,"1"
"CZ118687962",2282299,03.01.06,"2"
"SI53316505",2283015,04.02.07,"1"
"SI33115368",2283376,10.01.07,"2"
"SI43115367",2283384,02.01.07,"2"
"SI23107812",2284543,18.02.07,"1"
"SI83326831",2284867,17.02.07,"1"
"SI73326832",2284868,17.02.07,"1"
"SI13328517",2286047,11.02.07,"2"
"SI23145524",2286062,08.02.07,"1"
"SI93317461",2286140,15.02.07,"2"
"SI03314876",2286143,16.02.07,"1"
"SI63265288",2287059,10.02.07,"2"
"SI33314677",2287457,16.02.07,"2"
"SI33316985",2287637,27.02.07,"1"
"SI33276281",2287664,14.02.07,"1"
"SI13316509",2288294,24.02.07,"1"
"SI73316510",2288302,19.02.07,"1"
"SI53341215",2290775,02.02.07,"2"
"SI03326846",2291116,24.02.07,"1"
"SI93326847",2291119,24.02.07,"1"
"SI83326848",2291121,27.02.07,"2"
"SI33284422",2291231,23.02.07,"2"
"SI13115566",2291490,22.02.07,"2"
"SI33115564",2291492,13.02.07,"2"
"SI73284590",2292577,25.02.07,"1"
"SI53285476",2292840,14.02.07,"1"
"SI63316511",2292922,27.02.07,"2"
"SI93317825",2293673,03.03.07,"1"
"SI23317822",2293679,21.02.07,"1"
"SI03317824",2293681,26.02.07,"1"
"SI73256124",2293697,15.02.07,"1"
"SI33317821",2293698,19.02.07,"2"
"SI13317823",2293700,25.02.07,"2"
"SI73326870",2295066,26.02.07,"2"
"SI93115568",2295213,28.02.07,"1"
"SI03115567",2295214,28.02.07,"1"
"SI33340704",2295333,10.02.07,"2"
"SI03284889",2295830,02.03.07,"1"
"SI43337969",2296325,05.03.07,"2"
"SI03337970",2296327,26.02.07,"2"
"SI23284595",2296344,27.12.06,"2"
"SI73284600",2296347,01.03.07,"1"
"SI23285503",2296367,07.03.07,"2"
"SI03326884",2296468,13.03.07,"1"
"SI23317846",2297155,16.03.07,"1"
"SI23314898",2297224,06.03.07,"2"
"SI83260690",2297376,22.02.07,"2"
"SI13314703",2297687,28.02.07,"2"
"SI43316544",2298115,17.03.07,"1"
"SI83265475",2300315,16.03.07,"2"
"SI93317533",2300317,15.03.07,"2"
"SI83317534",2300319,18.03.07,"2"
"SI73316912",2300380,01.03.07,"2"
"SI83316911",2300384,20.02.07,"2"
"SI03284449",2300397,05.03.07,"1"
"SI33319074",2301171,01.03.07,"2"
"SI43115570",2301175,20.03.07,"2"
"SI83115569",2301176,13.03.07,"2"
"SI62691640",2302124,25.12.06,"2"
"SI03316988",2302486,18.03.07,"1"
"SI03364149",2302514,22.03.07,"1"
"SI93314712",2303213,18.03.07,"2"
"SI33320232",2303454,12.11.06,"1"
"SI53320285",2303458,23.03.07,"1"
"SI73317573",2303738,27.01.07,"1"
"SI23316546",2303793,23.03.07,"2"
"SI03316517",2303794,22.03.07,"1"
"SI13316516",2303795,21.03.07,"1"
"SI23316515",2303796,18.03.07,"2"
"SI33316514",2303797,17.03.07,"1"
"SI43316513",2303799,16.03.07,"2"
"SI53316512",2303800,16.03.07,"1"
"SI93324247",2304463,24.03.07,"1"
"SI13324245",2304465,21.03.07,"1"
"SI33324243",2304469,22.03.07,"1"
"SI73324249",2304475,21.03.07,"2"
"SI03324246",2304478,25.03.07,"1"
"SI33324250",2304481,19.03.07,"2"
"SI13341422",2304539,19.03.07,"1"
"SI32677373",2304988,04.01.07,"2"
"SI22677374",2304994,09.01.07,"1"
"SI12677375",2305009,09.01.07,"2"
"SI02677376",2305026,10.01.07,"1"
"SI92677377",2305031,14.01.07,"1"
"SI82677378",2305048,15.01.07,"1"
"SI72677379",2305058,17.01.07,"2"
"SI32677380",2305062,17.01.07,"2"
"SI22677381",2305064,23.01.07,"2"
"SI12677382",2305076,12.02.07,"1"
"SI02677383",2305080,18.02.07,"2"
"SI92677384",2305086,19.02.07,"2"
"SI82677385",2305102,23.02.07,"1"
"SI72677386",2305115,26.02.07,"2"
"SI62677387",2305122,26.02.07,"1"
"SI52677388",2305129,26.02.07,"1"
"SI42677389",2305135,04.03.07,"1"
"SI02677390",2305156,06.03.07,"1"
"SI63128862",2305161,27.01.07,"1"
"SI53128863",2305170,02.02.07,"2"
"SI43128864",2305177,03.02.07,"2"
"SI33128865",2305185,11.02.07,"2"
"SI23128866",2305189,11.02.07,"2"
"SI13128867",2305191,12.02.07,"2"
"SI03128868",2305194,04.03.07,"1"
"SI93128869",2305222,06.03.07,"1"
"SI83144565",2305600,30.12.06,"2"
"SI93107815",2306946,02.04.07,"1"
"SI13107813",2307012,04.03.07,"1"
"SI13323756",2307515,24.03.07,"1"
"SI43285549",2307541,24.03.07,"2"
"SI73285546",2307593,01.04.07,"1"
"SI63320301",2308146,29.03.07,"2"
"SI73326911",2308252,03.04.07,"2"
"SI03317831",2308473,27.03.07,"2"
"SI93317832",2308476,27.03.07,"2"
"SI83317833",2308479,28.03.07,"2"
"SI73317834",2308486,01.04.07,"2"
"SI43256110",2308496,30.03.07,"1"
"SI63265312",2308690,30.03.07,"1"
"SI93319418",2308694,27.03.07,"1"
"SI93319061",2310449,30.03.07,"2"
"SI83319062",2310451,31.03.07,"1"
"SI73319063",2310453,01.04.07,"1"
"SI83271494",2310531,22.03.07,"1"
"SI93342188",2310603,01.04.07,"1"
"SI43340882",2311050,28.03.07,"1"
"SI03317161",2311103,04.04.07,"1"
"SI23312968",2311296,04.04.07,"2"
"SI53265313",2311828,04.04.07,"2"
"SI13317270",2311830,08.04.07,"1"
"SI33344007",2312181,28.03.07,"2"
"SI53129888",2313271,16.01.07,"2"
"SI43316520",2314136,10.04.07,"1"
"SI83316519",2314138,11.04.07,"1"
"SI93316518",2314139,09.04.07,"1"
"SI83324224",2314287,01.04.07,"2"
"SI43329010",2315147,29.03.07,"2"
"SI63317835",2315176,09.04.07,"1"
"SI53317836",2315177,09.04.07,"1"
"SI43317837",2315178,10.04.07,"1"
"SI73107817",2315527,17.04.07,"2"
"SI83107816",2315550,16.04.07,"1"
"SI53319065",2315576,05.04.07,"1"
"SI73319056",2315585,07.04.07,"1"
"SI53319058",2315589,10.04.07,"2"
"SI43319059",2315593,12.04.07,"2"
"SI53317850",2316732,08.04.07,"1"
"SI33317838",2316832,19.04.07,"2"
"SI23317839",2316833,19.04.07,"2"
"SI83317840",2316834,19.04.07,"2"
"SI73317841",2316837,21.04.07,"2"
"SI63317842",2316838,21.04.07,"2"
"SI23008380",2317130,19.03.07,"1"
"SI13319186",2317133,22.03.07,"1"
"SI03319187",2317139,24.03.07,"1"
"SI93319205",2317143,16.04.07,"1"
"SI23319202",2317156,13.04.07,"1"
"SI13319203",2317165,14.04.07,"1"
"SI33319201",2317167,12.04.07,"1"
"SI43319200",2317171,09.04.07,"2"
"SI53319199",2317174,09.04.07,"1"
"SI63319198",2317217,07.04.07,"1"
"SI73319197",2317221,06.04.07,"1"
"SI83319196",2317224,06.04.07,"1"
"SI93319195",2317227,02.04.07,"1"
"SI33319191",2317231,29.03.07,"2"
"SI43319190",2317234,28.03.07,"2"
"SI83319189",2317238,28.03.07,"1"
"SI93319188",2317240,27.03.07,"2"
"SI13319193",2317262,30.03.07,"2"
"SI23319192",2317268,29.03.07,"2"
"SI63008379",2317317,19.03.07,"1"
"SI52677106",2318671,05.04.07,"1"
"SI73323846",2319133,12.04.07,"2"
"SI83323845",2319134,06.04.07,"2"
"SI03345355",2319153,02.04.07,"1"
"SI53153652",2319234,28.03.07,"1"
"SI63153651",2319250,27.03.07,"1"
"SI73153650",2319255,21.03.07,"2"
"SI13153649",2319259,20.03.07,"2"
"SI92677391",2319264,07.03.07,"1"
"SI13128874",2319285,25.03.07,"2"
"SI53128870",2319354,14.03.07,"1"
"SI43128871",2319357,17.03.07,"1"
"SI33128872",2319358,19.03.07,"1"
"SI23128873",2319360,24.03.07,"2"
"SI73326942",2319905,10.04.07,"2"
"SI23217674",2320144,21.04.07,"1"
"SI53139856",2320508,10.04.07,"2"
"SI23312999",2320912,21.04.07,"1"
"SI23316917",2320987,23.03.07,"2"
"SI43316922",2321021,30.03.07,"2"
"SI03316926",2321159,20.04.07,"1"
"SI93316927",2321163,23.04.07,"2"
"SI42677107",2321196,22.04.07,"1"
"SI93265474",2322477,25.04.07,"2"
"SI33108410",2322483,20.12.06,"2"
"SI02611431",1522079,20.04.03,"1"
"SI42595481",1522304,04.05.03,"2"
"SI92595462",1523058,03.05.03,"2"
"SI12976557",1789243,21.12.04,"1"
"SI92631375",1523640,19.04.03,"2"
"SI22433291",1524826,27.04.03,"1"
"SI42437619",1525003,23.04.03,"2"
"SI72448537",1526024,27.04.03,"2"
"SI62448538",1526026,29.04.03,"2"
"SI42390839",1526125,03.05.03,"2"
"SI52390838",1526130,30.04.03,"2"
"SI62390837",1526135,28.04.03,"2"
"SI72390836",1526140,27.04.03,"2"
"SI82390835",1526145,25.04.03,"1"
"SI02390833",1526163,13.04.03,"1"
"SI12390760",1526166,05.05.03,"2"
"SI52390759",1526169,27.04.03,"1"
"SI62390758",1526177,23.04.03,"2"
"SI72390757",1526181,22.04.03,"1"
"SI82390756",1526185,21.04.03,"2"
"SI52448539",1526188,05.05.03,"1"
"SI92390755",1526194,08.04.03,"1"
"SI92639902",1526521,06.05.03,"1"
"SI02639901",1526522,30.04.03,"1"
"SI12639900",1526523,20.04.03,"1"
"SI12599921",1526803,27.04.03,"1"
"SI22449540",1527194,15.05.03,"1"
"SI52962017",1793020,30.12.04,"1"
"SI62449742",1527243,23.04.03,"1"
"SI02974288",1793308,23.12.04,"1"
"SI22974286",1793310,10.08.04,"1"
"SI22636016",1527907,14.05.03,"1"
"SI12630530",1528679,13.05.03,"2"
"SI52630529",1528680,02.05.03,"2"
"SI72427480",1528905,18.05.03,"2"
"SI62427481",1528904,19.05.03,"1"
"SI12427479",1528906,15.05.03,"2"
"SI22427478",1528907,14.05.03,"1"
"SI32427477",1528908,11.05.03,"2"
"SI42427476",1528909,08.05.03,"1"
"SI52427475",1528910,08.05.03,"1"
"SI62427474",1528911,07.05.03,"2"
"SI72427473",1528912,04.05.03,"1"
"SI62980775",1794691,01.01.05,"1"
"SI72522114",1530025,18.05.03,"2"
"SI02354965",1530394,10.02.01,"2"
"SI42611729",1530396,17.02.03,"1"
"SI12356818",1796160,24.09.02,"2"
"SI52974283",1796162,08.01.05,"1"
"SI12908408",1796446,28.11.04,"1"
"SI52908411",1796459,14.12.04,"1"
"SI62908410",1796465,23.12.04,"2"
"SI02908409",1796467,02.01.05,"2"
"SI12908415",1796468,02.01.05,"2"
"SI42908412",1796470,05.01.05,"1"
"SI32908413",1796500,06.01.05,"1"
"SI22908414",1796506,06.01.05,"2"
"SI82973193",1796987,07.01.05,"2"
"SI92973192",1796991,05.01.05,"2"
"SI52608520",1531450,14.04.03,"2"
"SI22630625",1531548,29.04.03,"2"
"SI52973505",1797730,22.12.04,"1"
"SI72973503",1797731,22.12.04,"1"
"SI82974060",1798066,05.01.05,"2"
"SI92632266",1532705,15.05.03,"1"
"SI72770520",1533131,24.04.03,"1"
"SI92980181",1799129,17.01.05,"1"
"SI02980180",1799130,22.01.05,"1"
"SI92364154",1799133,08.05.02,"2"
"SI82980182",1799136,23.01.05,"2"
"SI52607598",1533855,07.05.03,"1"
"SI33000958",1799893,27.12.04,"2"
"SI62973511",1800136,24.01.05,"1"
"SI03000621",1800296,22.10.04,"2"
"SI52915905",1800634,15.01.05,"1"
"SI62915904",1800638,08.01.05,"1"
"SI22449193",1535082,23.05.03,"1"
"SI12449194",1535084,23.05.03,"2"
"SI32630648",1537928,08.05.03,"2"
"SI72770599",1538004,08.05.03,"1"
"SI72632440",1540449,04.06.03,"1"
"SI12776807",1544006,03.06.03,"1"
"SI12612747",1544097,22.05.03,"2"
"SI52771808",1544241,24.05.03,"1"
"SI22770604",1544314,05.05.03,"2"
"SI12770605",1544317,05.05.03,"1"
"SI32630569",1545375,15.05.03,"2"
"SI63037258",1888339,05.04.05,"1"
"SI72771837",1546896,19.05.03,"2"
"SI82632614",1548431,07.06.03,"2"
"SI02632612",1548449,02.05.03,"2"
"SI32632633",1548457,05.06.03,"2"
"SI42632632",1548476,26.05.03,"2"
"SI52632631",1548480,26.05.03,"1"
"SI22365781",1892306,05.08.03,"2"
"SI42639914",1670366,15.03.04,"1"
"SI22798806",1670687,06.02.04,"1"
"SI62866642",1671206,10.03.04,"2"
"SI52866643",1671207,12.03.04,"1"
"SI02885054",1671485,01.04.04,"2"
"SI32885051",1671494,29.03.04,"1"
"SI42885050",1671533,29.03.04,"1"
"SI82885049",1671536,25.03.04,"1"
"SI92863282",1671603,01.04.04,"2"
"SI82863283",1671604,01.04.04,"1"
"SI62788494",1673346,11.03.04,"2"
"SI72654660",1900685,31.05.03,"2"
"SI42861780",1674285,22.03.04,"2"
"SI02862455",1674291,20.03.04,"1"
"SI82799351",1675042,05.03.04,"2"
"SI72799352",1675046,25.03.04,"1"
"SI62799353",1675047,25.03.04,"2"
"SI12906217",1675192,18.03.04,"1"
"SI72740475",1675290,06.04.04,"1"
"SI62740476",1675294,07.04.04,"1"
"SI52740477",1675299,07.04.04,"1"
"SI42740478",1675301,11.04.04,"2"
"SI22867984",1675492,06.04.04,"2"
"SI52799354",1675923,25.03.04,"2"
"SI12868962",1675942,05.04.04,"2"
"SI02873565",1676067,25.02.04,"2"
"SI12846285",1676569,16.02.04,"2"
"SI02846286",1676572,02.03.04,"2"
"SI52656114",1904525,06.04.04,"2"
"SI92655456",1905325,24.04.04,"2"
"SI62638928",1905517,24.04.04,"2"
"SI12885084",1678441,11.04.04,"2"
"SI22885083",1678442,08.04.04,"2"
"SI92799817",1678539,02.04.04,"2"
"SI72799888",1678883,13.04.04,"2"
"SI02858225",1679194,05.04.04,"1"
"SI12354940",1679820,29.11.01,"2"
"SI92799752",1680196,02.04.04,"1"
"SI12789469",1680264,08.04.04,"1"
"SI72789470",1680266,23.04.04,"1"
"SI02888820",1681270,15.04.04,"1"
"SI72910379",1681463,07.04.04,"2"
"SI32910380",1681464,07.04.04,"1"
"SI22864053",1682048,29.03.04,"1"
"SI52864005",1682053,30.03.04,"1"
"SI02864024",1682057,01.04.04,"2"
"SI12864023",1682058,02.04.04,"2"
"SI42864006",1682064,04.04.04,"1"
"SI32864007",1682071,07.04.04,"1"
"SI22864022",1682077,11.04.04,"2"
"SI22864008",1682079,15.04.04,"1"
"SI32864021",1682089,18.04.04,"2"
"SI12864009",1682094,24.04.04,"1"
"SI72864010",1682098,25.04.04,"1"
"SI12354555",1682726,16.05.01,"2"
"SI12866661",1682728,30.01.04,"2"
"SI92803491",1607176,02.11.03,"2"
"SI62364016",1683557,28.02.02,"2"
"DE0891577096",1608365,20.02.02,"1"
"SI82638926",1685075,23.03.04,"1"
"SI92638925",1685077,22.03.04,"2"
"SI02638924",1685084,22.03.04,"1"
"SI72638927",1685085,24.03.04,"1"
"SI12638923",1685089,21.03.04,"1"
"SI92906271",1685904,02.05.04,"2"
"SI12888788",1686495,01.05.04,"2"
"SI22351331",1686606,25.02.02,"2"
"SI32805918",1612323,02.08.03,"2"
"SI22799807",1687872,28.03.04,"2"
"SI32906734",1688056,05.05.04,"2"
"SI12789500",1688068,03.04.04,"2"
"SI52788172",1612551,11.11.03,"1"
"SI82427001",1307364,05.02.02,"2"
"SI82455408",1308388,07.02.02,"2"
"SI92455407",1308391,05.02.02,"2"
"SI72455409",1308392,07.02.02,"2"
"SI02455406",1308395,04.02.02,"2"
"SI02390709",1309543,11.02.02,"1"
"SI92390803",1309544,10.02.02,"1"
"SI02390802",1309547,06.02.02,"2"
"SI12390801",1309571,05.02.02,"1"
"SI12390708",1309573,09.02.02,"2"
"SI22390707",1309575,10.02.02,"2"
"SI32390706",1309578,10.02.02,"1"
"SI42390705",1309580,07.02.02,"2"
"SI52390704",1309582,05.02.02,"2"
"SI62390703",1309591,04.02.01,"1"
"SI72390702",1309657,01.02.02,"1"
"SI82390701",1309661,31.01.02,"2"
"SI12335895",1310017,06.02.02,"1"
"SI02335896",1310079,08.02.02,"2"
"SI62453570",1310694,08.01.02,"2"
"SI22445797",1313588,30.01.02,"1"
"SI62390806",1313821,18.02.02,"2"
"SI72390805",1313825,18.02.02,"2"
"SI82390804",1313829,17.02.02,"1"
"SI52390711",1313832,19.02.02,"2"
"SI62390710",1313837,12.02.02,"1"
"SI72336553",1314335,18.02.02,"1"
"SI92451386",1314931,10.02.02,"1"
"SI82393003",1315533,13.08.01,"1"
"SI72393004",1315536,28.07.01,"1"
"SI62393029",1316272,07.08.01,"1"
"SI42454188",1316361,15.08.01,"1"
"SI22454197",1316402,05.08.01,"1"
"SI72453225",1316827,15.02.02,"2"
"SI42255769",1316865,12.04.01,"2"
"SI02455444",1317412,21.02.02,"2"
"SI92455445",1317414,21.02.02,"2"
"SI12455443",1317416,14.02.02,"1"
"SI72427002",1317687,21.02.02,"1"
"SI62427003",1317701,22.02.02,"1"
"SI52427004",1317711,25.02.02,"1"
"SI52390601",1317915,07.01.02,"2"
"SI12426021",1319648,26.02.02,"2"
"SI22200046",1320026,14.02.02,"2"
"SI12200047",1320182,17.02.02,"1"
"SI22427409",1320196,06.03.02,"1"
"SI32200045",1320202,11.02.02,"2"
"SI32427408",1320211,04.03.02,"1"
"SI02427401",1320217,18.02.02,"1"
"SI02200048",1320225,18.02.02,"1"
"SI92427402",1320227,22.02.02,"1"
"SI82427403",1320229,26.02.02,"1"
"SI72427404",1320230,26.02.02,"1"
"SI62427405",1320233,01.03.02,"1"
"SI42427407",1320238,04.03.02,"2"
"SI02390606",1320980,08.03.02,"2"
"SI72390623",1320986,08.03.02,"1"
"SI62390624",1320994,06.03.02,"1"
"SI52390625",1320997,06.03.02,"1"
"SI12390605",1321148,05.03.02,"2"
"SI42390626",1321150,04.03.02,"1"
"SI32390627",1321155,03.03.02,"1"
"SI22390628",1321290,02.03.02,"1"
"SI32390603",1321576,25.02.02,"2"
"SI92452174",1333070,01.04.02,"2"
"SI12390629",1321617,22.02.02,"1"
"SI42390602",1321622,18.02.02,"2"
"SI72390630",1321626,12.02.02,"1"
"SI42481254",1333393,04.03.02,"1"
"SI82459945",1333428,27.03.02,"1"
"SI92481390",1335254,12.03.02,"2"
"SI62457945",1335464,20.03.02,"1"
"SI52457946",1335465,02.04.02,"1"
"SI92481943",1335652,27.08.01,"1"
"SI42457954",1335846,08.04.02,"2"
"SI42457947",1335850,08.04.02,"1"
"SI62431109",1336059,23.03.02,"1"
"SI22390604",1324035,02.03.02,"2"
"SI32418431",1324630,06.12.01,"1"
"SI82390725",1324674,11.03.02,"1"
"SI92390724",1324676,11.03.02,"2"
"SI02390723",1324678,09.03.02,"2"
"SI12390722",1324680,07.03.02,"1"
"SI22390721",1324681,02.03.02,"1"
"SI32390720",1324683,01.03.02,"1"
"SI72390719",1324685,27.02.02,"1"
"SI82390718",1324687,26.02.02,"1"
"SI92390717",1324689,26.02.02,"2"
"SI02390716",1324690,26.02.02,"2"
"SI12390715",1324692,26.02.02,"1"
"SI22390714",1324693,21.02.02,"1"
"SI32390713",1324696,21.02.02,"1"
"SI42390712",1324697,20.02.02,"1"
"SI72390812",1324699,12.03.02,"1"
"SI82390811",1324703,07.03.02,"2"
"SI92390810",1324706,27.02.02,"1"
"SI32390809",1324707,26.02.02,"2"
"SI42390808",1324708,24.02.02,"2"
"SI52390807",1324710,23.02.02,"2"
"SI42427005",1337888,18.03.02,"2"
"SI32481406",1337911,11.04.02,"2"
"SI12428528",1325078,24.02.02,"1"
"SI42390729",1339422,01.04.02,"2"
"SI52390814",1339424,24.03.02,"1"
"SI62390813",1339426,17.03.02,"1"
"SI72390726",1339428,20.03.02,"2"
"SI62390727",1339431,25.03.02,"1"
"SI52390728",1339432,30.03.02,"1"
"SI22390817",1339433,08.04.02,"1"
"SI32390816",1339438,04.04.02,"1"
"SI42390815",1339442,28.03.02,"2"
"SI82390622",1340493,21.03.02,"1"
"SI92390621",1340994,23.03.02,"1"
"SI02390620",1341006,24.03.02,"1"
"SI42390619",1341038,30.03.02,"1"
"SI52390618",1341055,30.03.02,"1"
"SI32486614",1341245,13.04.02,"2"
"SI62390617",1341492,07.04.02,"1"
"SI92390607",1341506,05.04.02,"2"
"SI22482453",1342505,15.02.02,"2"
"SI12432277",1342531,15.04.02,"2"
"SI72428577",1342551,12.04.02,"2"
"SI52460278",1327584,01.03.01,"1"
"SI02255794",1327947,12.03.02,"2"
"SI12432284",1344246,16.04.02,"2"
"SI22335791",1328327,23.03.02,"1"
"SI32335790",1328329,17.03.02,"1"
"SI62430029",1345271,17.04.02,"1"
"SI42336893",1328853,08.03.02,"1"
"SI02400042",1328929,22.02.02,"1"
"SI12400041",1328936,13.02.02,"2"
"SI82430034",1347287,27.04.02,"2"
"SI12453771",1329643,02.03.02,"1"
"SI22453770",1329646,07.02.02,"2"
"SI12426124",1347542,12.03.02,"2"
"SI72455629",1348833,03.03.02,"1"
"SI42451099",1330408,29.01.02,"1"
"SI72432257",1330763,29.03.02,"1"
"SI32481444",1349414,22.04.02,"2"
"SI1976737",1350767,03.04.01,"1"
"SI22427007",1351372,29.04.02,"1"
"SI12390636",1353073,04.04.02,"2"
"SI72390609",1353200,29.04.02,"2"
"SI32427006",1353240,21.04.02,"1"
"SI52481545",1353860,26.04.02,"1"
"SI52483468",1365719,30.05.02,"2"
"SI72390616",1366179,08.04.02,"1"
"SI12431850",1366759,02.06.02,"1"
"SI12428621",1356962,11.05.02,"2"
"SI62432320",1359475,21.05.02,"1"
"SI72432329",1370427,09.05.02,"2"
"SI72430066",1370512,06.06.02,"2"
"SI2119103",969046,20.01.01,"1"
"SI2101252",1007999,18.01.01,"2"
"SI2101251",1008000,14.01.01,"2"
"SI12197141",1008589,07.02.01,"1"
"SI02197142",1008590,12.02.01,"1"
"SI52199273",1009513,01.03.01,"2"
"SI62199272",1009514,16.02.01,"2"
"SI62198972",1009535,27.02.01,"2"
"SI32198968",1009536,25.02.01,"1"
"SI62198989",1009996,05.03.01,"1"
"SI32199804",1010006,09.03.01,"1"
"SI2101253",1010444,01.01.01,"2"
"SI23006807",2012076,18.03.05,"2"
"SI53006804",2012079,11.03.05,"2"
"SI73006802",2012081,10.03.05,"2"
"SI62679334",2014008,23.04.05,"1"
"SI72679333",2014009,13.04.05,"2"
"SI02679309",2014714,08.04.05,"2"
"SI22679307",2014715,20.04.05,"2"
"SI72681499",2014778,20.04.05,"2"
"SI33078935",2017636,03.10.05,"1"
"CZ139960932",2017749,29.03.05,"2"
"SI03080458",2019145,13.10.05,"2"
"SI93000653",2020767,20.10.05,"1"
"SI02962988",2021217,09.10.05,"1"
